county_name,% Low Birthweight,# Primary Care Physicians,Primary Care Physicians Rate,% Vaccinated Flu,% Children in Poverty,Infant Mortality Rate,# Uninsured Children,% Uninsured Children,# Food Insecure,% Food Insecure,Segregation index_b,Other Primary Care Provider Rate,Median Household Income,% Enrolled in Free or Reduced Lunch,Population,% Female,% Rural,year,% Broadband Access,% Less Than 18 Years of Age,live_births,kin_DTP_cov,kin_HepA_cov,kin_HepB_cov,kin_polio_cov,kin_varic_cov,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),CVAC level of concern for vaccination rollout,other_pc_provider_ratio_numerator,other_pc_provider_ratio_denominator,seg_missing_bool,OH__Low Vulnerability,OH__Moderate Vulnerability,OH__Very High Vulnerability,OH__Very Low Vulnerability,OH__Moderate Concern,OH__Very High Concern,OH__medium,OH__small
Wichita,8.2245649264,95.0,71.9697,44.0,22.4,7.7178423237,2833,9.252727154,24410,18.5,42.662719612,112.82409,47477,61.217079783,132064,48.254634117,10.666920152,2020,,,1534.0,0.97796817625459,0.97796817625459,0.9834761321909424,0.9791921664626684,0.9785801713586292,0.1296,0.2018,0.0855,0.82,0.83,886.0,1.0,0,0,0,1,0,0,1,0,0
Willacy,8.6486486486,8.0,37.06449,53.0,44.5,,461,8.884178069,3070,14.1,,60.42296,33171,82.95059151,21515,44.722286777,34.57576579,2020,,,226.0,0.991304347826087,0.991304347826087,0.9956521739130436,0.9956521739130436,0.9869565217391304,0.0992,0.1603,0.0642,0.99,0.98,1655.0,1.0,1,0,0,1,0,0,1,1,0
Williamson,7.3943110355,376.0,68.67015,52.0,7.9,4.4526161889,10395,6.8602993585,63750,12.5,34.644574855,67.75845,87817,29.369333598,566719,50.755665506,11.98994982,2020,,,6863.0,0.9455001044059302,0.9423679264982252,0.95343495510545,0.9477970348715808,0.9410106494048862,0.0946,0.1402,0.061,0.2,0.58,1476.0,1.0,0,1,0,0,0,1,0,0,0
Wilson,7.1641791045,24.0,48.67759,37.0,14.6,,1446,11.342955758,4530,9.6,34.935734138,43.80376,71207,40.26446281,50224,49.874561962,85.861410131,2020,,,512.0,0.9732540861812778,0.976225854383358,0.9836552748885586,0.9791976225854384,0.9806835066864784,0.1134,0.1709,0.0762,0.44,0.78,2283.0,1.0,0,0,1,0,0,0,0,0,0
Winkler,7.4324324324,2.0,26.40613,17.0,20.1,,288,12.462137603,820,10.5,32.160107343,38.8601,56781,60.259179266,7720,48.691709845,18.129395218,2020,,,98.0,0.962406015037594,0.9548872180451128,0.9849624060150376,0.9774436090225564,0.9774436090225564,0.1166,0.1765,0.0789,0.65,0.99,2573.0,1.0,0,0,0,0,0,0,1,0,1
Wood,6.2521830248,21.0,47.38909,40.0,24.9,,1194,13.405186932,7220,16.7,61.570877077,68.69197000000001,48384,58.102893891,45129,50.395532806,74.199313697,2020,,,362.0,0.9483146067415732,0.9415730337078652,0.9640449438202248,0.950561797752809,0.946067415730337,0.1285,0.1874,0.0874,0.63,0.87,1456.0,1.0,0,0,0,0,0,0,1,0,0
Yoakum,6.3506261181,3.0,35.01401,17.0,16.3,,498,16.739495798,610,7.2,,46.56035,61560,56.434253627,8591,48.958212082,37.327071963,2020,,,143.0,0.9507042253521126,0.9154929577464788,0.971830985915493,0.943661971830986,0.9295774647887324,0.1143,0.1758,0.0766,0.49,0.93,2148.0,1.0,1,0,1,0,0,0,1,0,1
Young,4.7433398311,12.0,66.74454,38.0,20.4,,719,15.977777778,2820,15.5,49.227356402,55.417010000000005,49301,56.629417095,18045,50.473815461,33.568733154,2020,,,196.0,0.9626168224299064,0.9672897196261684,0.985981308411215,0.9626168224299064,0.97196261682243,0.1293,0.1898,0.087,0.55,0.84,1805.0,1.0,0,0,1,0,0,0,1,1,0
Zavala,8.8482074752,2.0,16.7392,26.0,44.5,,277,7.7940348903,1730,14.3,,75.1064,30076,79.671618452,11983,49.420011683,38.032028775,2020,,,145.0,0.9941520467836256,0.9883040935672516,0.9941520467836256,0.9941520467836256,0.9883040935672516,0.107,0.1724,0.0705,1.0,1.0,1331.0,1.0,1,0,0,1,0,0,1,1,0
Travis,7.6838142128,1043.0,85.025,49.0,15.2,3.9928704982,25454,9.0035088712,171740,14.6,44.997651997,92.89341,76255,48.171145926,1248743,49.447884793,5.463522171,2020,,,15161.0,0.9574832170593656,0.9476108990390943,0.9648545478478346,0.9588653415822036,0.9453073581676976,0.0916,0.1391,0.0588,0.38,0.69,1077.0,1.0,0,1,0,0,0,0,0,0,0
Tom Green,8.1738183798,78.0,66.09105,48.0,23.7,4.9827867367,3289,11.286116258,15270,13.1,43.541154689,94.76347,51393,52.343710325,118189,50.279636853,15.64087676,2020,,,1481.0,0.9802669762042948,0.9825885084155542,0.9849100406268136,0.97968659315148,0.9791062100986652,0.1078,0.1675,0.0704,0.66,0.89,1055.0,1.0,0,0,0,0,0,0,1,0,0
Titus,6.7123678949,18.0,54.704600000000006,41.0,29.7,,1392,14.288647095,4990,15.3,31.023090181,96.87282,45604,68.670796959,33033,51.000514637,50.556689553,2020,,,426.0,0.996078431372549,0.9941176470588236,0.9980392156862744,0.996078431372549,0.9980392156862744,0.1283,0.1937,0.0866,0.89,0.92,1032.0,1.0,0,0,0,1,0,0,1,1,0
Reeves,8.5629188384,6.0,39.26445,28.0,21.9,,413,11.666666667,1040,7.1,50.891703119,38.22874,45341,65.110477548,15695,38.630136986,14.496118407,2020,,,214.0,0.9838709677419356,0.9798387096774194,0.9879032258064516,0.9798387096774194,0.9758064516129032,0.1166,0.1765,0.0789,0.78,0.98,2616.0,1.0,0,0,0,0,0,0,1,1,0
Roberts,,0.0,0.0,49.0,10.2,,28,10.9375,120,13.1,,0.0,67470,21.00456621,903,50.387596899,100.0,2020,,,,1.0,1.0,1.0,1.0,1.0,0.1241,0.1883,0.0824,0.09,0.67,903.0,0.0,1,0,0,0,1,0,0,0,1
Robertson,9.6556380824,1.0,5.81294,41.0,25.6,,494,11.488372093,2930,17.5,39.476494824,40.49988,44917,62.297972377,17284,50.948854432,73.853928528,2020,,,220.0,0.9462809917355371,0.9545454545454546,0.9669421487603306,0.9669421487603306,0.9586776859504132,0.1225,0.1864,0.0827,0.75,0.93,2469.0,1.0,0,0,0,0,0,0,1,1,0
Rockwall,7.7940348903,76.0,78.52213,51.0,6.9,4.1637751561,2413,8.5670666761,10770,11.9,35.593721911,81.46478,102858,25.523799291,100657,50.584658792,16.035845131,2020,,,1134.0,0.9480440097799512,0.9425427872860636,0.956601466992665,0.9498777506112468,0.9431540342298288,0.1122,0.1653,0.0743,0.11,0.51,1228.0,1.0,0,0,0,0,1,1,0,0,0
Runnels,6.9199457259,7.0,68.18625,37.0,23.9,,301,12.215909091,1420,13.8,48.220703638,68.39945,42205,55.605832076,10234,49.159663866,40.758023045,2020,,,101.0,0.9926470588235294,1.0,1.0,1.0,0.9926470588235294,0.1278,0.1901,0.086,0.54,0.92,1462.0,1.0,0,0,1,0,0,0,1,1,0
Sabine,7.7598828697,2.0,19.11863,40.0,28.5,,300,14.713094654,2210,21.2,5.7895152467,113.32515,40641,68.575772935,10589,50.769666635,100.0,2020,,,113.0,0.9655172413793104,0.9586206896551724,0.9724137931034482,0.9655172413793104,0.9724137931034482,0.1428,0.2169,0.0983,0.53,0.93,882.0,1.0,0,0,1,0,0,0,1,1,0
San Augustine,9.4637223975,2.0,24.23361,45.0,34.3,,182,10.84624553,1970,23.5,50.749616957,48.59086,38826,84.385665529,8232,50.777453839,100.0,2020,,,86.0,0.9375,0.921875,0.9375,0.9375,0.9375,0.1428,0.2169,0.0983,0.89,0.98,2058.0,1.0,0,0,0,1,0,0,1,0,1
San Jacinto,8.3540527101,3.0,10.61196,38.0,28.4,,866,13.680884676,5010,18.3,8.0306156533,13.92806,47028,58.551704706,28719,50.384762701,100.0,2020,,,289.0,0.9586466165413534,0.9736842105263158,0.981203007518797,0.962406015037594,0.9699248120300752,0.1365,0.206,0.093,0.69,0.89,7180.0,1.0,0,0,0,0,0,0,1,1,0
San Patricio,8.9127594716,18.0,26.77974,39.0,26.1,5.6279620853,2008,10.641229465,8280,12.4,42.279739861,50.82744,53559,73.393985693,66893,49.692792968,19.650021604,2020,,,896.0,0.9828109201213346,0.9858442871587462,0.9908998988877654,0.9888776541961576,0.9888776541961576,0.1183,0.18,0.0772,0.83,0.97,1967.0,1.0,0,0,0,1,0,0,1,0,0
Schleicher,5.8823529412,,,24.0,23.8,,167,19.928400955,260,8.5,,34.54231,47317,60.0,2895,50.397236615,100.0,2020,,,23.0,1.0,1.0,1.0,1.0,1.0,0.1235,0.1873,0.0822,0.59,0.96,2895.0,1.0,1,0,1,0,0,0,1,0,1
Real,6.8273092369,1.0,29.16302,35.0,35.6,,85,14.166666667,580,17.4,,86.25647000000001,39506,69.636963696,3478,50.172512938,100.0,2020,,,27.0,1.0,1.0,1.0,1.0,1.0,0.107,0.1724,0.0705,0.72,0.93,1159.0,1.0,1,0,0,0,0,0,1,0,1
Scurry,8.7729697688,9.0,52.78592,31.0,21.3,,531,11.807871915,2130,12.3,31.499128051,35.57453,53059,55.96759115,16866,45.760702004,31.700254122,2020,,,231.0,0.9344978165938864,0.9694323144104804,0.9912663755458516,0.9432314410480348,0.9563318777292577,0.1278,0.1901,0.086,0.7,0.95,2811.0,1.0,0,0,0,0,0,0,1,1,0
Shelby,8.2526152654,5.0,19.59785,42.0,30.1,,910,13.102951764,5280,20.6,30.947739802,78.6844,41961,74.401170232,25418,50.283263829,79.432568375,2020,,,295.0,0.9761904761904762,0.9732142857142856,0.988095238095238,0.9732142857142856,0.9642857142857144,0.1428,0.2169,0.0983,0.95,0.99,1271.0,1.0,0,0,0,1,0,0,1,1,0
Smith,7.7370970747,232.0,101.87637,52.0,22.2,8.0059579222,6206,10.704060161,40500,18.2,38.798301938,138.56251,56848,62.402349161,230221,51.695544716,31.60780873,2020,,,2894.0,0.9637533875338752,0.9590108401084012,0.9718834688346883,0.9661246612466124,0.9637533875338752,0.116,0.1766,0.0768,0.75,0.67,722.0,1.0,0,0,0,0,0,0,0,0,0
Somervell,7.003257329,6.0,67.83493,45.0,14.2,,322,15.333333333,1480,17.1,,88.73114,63929,44.123408423,9016,50.732031943,100.0,2020,,,65.0,0.9415584415584416,0.9545454545454546,0.961038961038961,0.948051948051948,0.9155844155844156,0.1134,0.1689,0.0762,0.56,0.71,1127.0,1.0,1,0,1,0,0,0,0,0,1
Starr,8.7623707328,13.0,20.16942,25.0,45.3,3.928844265,2336,10.825841134,8190,12.9,,52.69275,30490,89.321107188,64525,51.290197598,23.705878494,2020,,,1115.0,0.9898523985239852,0.9880073800738008,0.9981549815498156,0.9870848708487084,0.9870848708487084,0.1146,0.1867,0.0742,0.98,1.0,1898.0,1.0,1,0,0,1,0,0,1,0,0
Stephens,8.3682008368,3.0,32.13023,32.0,30.4,,328,15.746519443,1560,16.6,35.002988643,106.01081,43115,63.091272485,9433,47.100604262,39.366562825,2020,,,111.0,0.9545454545454546,0.9181818181818182,0.9454545454545454,0.9545454545454546,0.9090909090909092,0.1278,0.1901,0.086,0.88,0.86,943.0,1.0,0,0,0,1,0,0,1,0,1
Sutton,8.0428954424,3.0,79.63897,41.0,22.6,,127,13.10629515,310,8.0,,133.04949000000002,54774,58.384332925,3758,48.908994146,18.798449612,2020,,,35.0,0.9629629629629628,0.9629629629629628,0.9629629629629628,0.9629629629629628,0.9629629629629628,0.1235,0.1873,0.0822,0.6,0.94,752.0,1.0,1,0,0,0,0,0,1,0,1
Swisher,7.9147640791,1.0,13.30672,23.0,29.2,,225,11.491317671,1140,15.1,33.296664058,40.2037,43084,71.809169765,7462,46.730099169,37.573211103,2020,,,78.0,0.9907407407407408,0.9814814814814816,0.9907407407407408,0.9907407407407408,0.9814814814814816,0.1241,0.1883,0.0824,0.97,1.0,2487.0,1.0,0,0,0,1,0,0,1,0,1
Taylor,8.8202790441,97.0,71.17177,44.0,22.1,5.5920592758,2928,8.3908869466,22660,16.7,38.819381445,143.12699999999998,48040,60.007380982,137640,51.158093577,16.033488966,2020,,,1933.0,0.9742376445846478,0.9716088328075708,0.9826498422712934,0.9810725552050472,0.97739221871714,0.1178,0.1846,0.0776,0.69,0.78,699.0,1.0,0,0,0,0,0,0,0,0,0
Terrell,,0.0,0.0,16.0,22.8,,45,24.590163934,90,12.2,,121.50668,41413,49.305555556,823,48.845686513,100.0,2020,,,,1.0,1.0,1.0,1.0,1.0,0.1166,0.1765,0.0789,0.47,0.91,823.0,1.0,1,0,1,0,0,0,1,0,1
Terry,9.941089838,4.0,31.458910000000003,41.0,32.6,,487,13.683618994,1460,11.4,22.639019793,48.8321,41268,77.688057799,12287,47.774070155,24.669986562,2020,,,165.0,0.9595375722543352,0.953757225433526,0.9653179190751444,0.9595375722543352,0.9595375722543352,0.1143,0.1758,0.0766,0.99,0.99,2048.0,1.0,0,0,0,1,0,0,1,1,0
Shackelford,7.8189300412,1.0,30.04808,45.0,20.5,,143,17.228915663,540,16.2,,30.74085,57126,48.037676609,3253,51.675376575,100.0,2020,,,37.0,0.951219512195122,0.902439024390244,0.951219512195122,0.951219512195122,0.926829268292683,0.1278,0.1901,0.086,0.69,0.72,3253.0,1.0,1,0,0,0,0,0,0,0,1
Jones,7.0886075949,6.0,30.02552,30.0,24.0,,444,12.144420131,3350,16.8,46.309382665,35.32321,43903,61.744966443,19817,37.260937579,85.14998515,2020,,,147.0,0.9853658536585366,0.9853658536585366,0.9951219512195122,0.9853658536585366,0.9804878048780488,0.1278,0.1901,0.086,0.63,0.97,2831.0,1.0,0,0,0,0,0,0,1,1,0
Rains,7.0175438596,2.0,17.00391,38.0,23.7,,325,13.638271087,1810,16.1,1.6706594322,8.22436,47572,61.231671554,12159,50.2919648,93.228880337,2020,,,117.0,0.9090909090909092,0.8863636363636364,0.9015151515151516,0.9090909090909092,0.8939393939393939,0.1285,0.1874,0.0874,0.4,0.89,12159.0,1.0,0,0,1,0,0,0,1,1,0
Cass,7.810552555,8.0,26.656,35.0,32.0,,624,8.8888888889,6340,21.0,30.701785208,49.80245,44154,62.828467153,30119,51.588698164,74.011948529,2020,,,317.0,0.957816377171216,0.9602977667493796,0.9627791563275434,0.9602977667493796,0.957816377171216,0.1356,0.2056,0.0926,0.78,0.98,2008.0,1.0,0,0,0,0,0,0,1,1,0
Castro,6.9135802469,1.0,12.75022,35.0,24.2,,412,17.614365113,750,9.5,,39.13894,45689,74.154025671,7665,48.532289628,45.757876457,2020,,,112.0,0.9626865671641792,0.9477611940298508,0.9776119402985076,0.9626865671641792,0.9477611940298508,0.1241,0.1883,0.0824,0.78,0.99,2555.0,1.0,1,0,0,0,0,0,1,0,1
Cherokee,7.2273073989,21.0,40.19908,43.0,24.6,8.0521472393,1528,11.150029189,9110,17.7,34.805617504,43.73289,43483,63.046594982,52592,48.999847886,63.048480677,2020,,,739.0,0.9887278582930756,0.9838969404186796,0.9951690821256038,0.9903381642512076,0.9822866344605476,0.1282,0.1918,0.0871,0.92,0.94,2287.0,1.0,0,0,0,1,0,0,1,0,0
Childress,9.8619329389,10.0,141.50276,23.0,25.4,,174,11.584553928,1280,18.1,16.197996918,109.72432,42291,54.398563734,7291,39.185296941,33.148700469,2020,,,58.0,0.9523809523809524,0.9523809523809524,0.9682539682539684,0.9682539682539684,0.9682539682539684,0.1241,0.1883,0.0824,0.75,0.92,911.0,1.0,0,0,0,0,0,0,1,0,1
Clay,5.0243111831,4.0,38.38403,45.0,16.9,,296,13.016710642,1670,16.1,,19.12777,58356,46.344271733,10456,50.181713849,74.600074405,2020,,,92.0,0.9765625,0.984375,0.984375,0.9765625,0.9765625,0.1293,0.1898,0.087,0.32,0.68,5228.0,1.0,1,1,0,0,0,0,0,1,0
Cochran,8.4175084175,1.0,35.07541,21.0,31.8,,146,18.741976893,380,13.1,,35.260929999999995,42873,77.793493635,2836,49.823695346,100.0,2020,,,41.0,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.1143,0.1758,0.0766,0.86,0.99,2836.0,1.0,1,0,0,1,0,0,1,0,1
Coleman,11.265164645,5.0,59.31198,25.0,30.6,,265,14.33207139,1500,17.8,52.707060421,59.545080000000006,39484,64.323507181,8397,49.505775872,51.545812254,2020,,,74.0,1.0,1.0,1.0,1.0,1.0,0.1278,0.1901,0.086,0.42,0.94,1679.0,1.0,0,0,1,0,0,0,1,0,1
Collin,7.7723144254,918.0,94.67792,55.0,6.7,4.2660106258,22472,8.253147449,130090,14.2,24.937604784,71.92985,96936,23.07329027,1005146,50.773121517,5.2427266371,2020,,,11422.0,0.9547042754589924,0.9478432119941554,0.9587700908455624,0.9562289562289562,0.9473985134362491,0.083,0.1234,0.0542,0.15,0.49,1390.0,1.0,0,0,0,0,1,1,0,0,0
Collingsworth,7.6923076923,,,14.0,26.7,,188,22.70531401,400,13.3,,168.80486,39536,61.054421769,2962,51.080351114,100.0,2020,,,23.0,0.9,0.925,0.9,0.9,0.9,0.1241,0.1883,0.0824,0.89,0.98,592.0,1.0,1,0,0,1,0,0,1,0,1
Colorado,8.6714841579,10.0,47.09872,31.0,21.9,11.160714286,727,14.218658322,2850,13.6,26.476277405,28.27921,48258,64.609286523,21217,49.733704105,62.613777906,2020,,,221.0,0.9887005649717514,0.9943502824858758,0.9943502824858758,0.9887005649717514,0.9887005649717514,0.1114,0.1704,0.0738,0.68,0.93,3536.0,1.0,0,0,0,0,0,0,1,1,0
Comanche,6.7619047619,6.0,44.20541,25.0,25.0,,520,16.326530612,1970,14.6,44.809687706,59.11039,52251,63.597246127,13534,50.214275159,71.461285244,2020,,,143.0,0.9482758620689656,0.9540229885057472,0.971264367816092,0.9482758620689656,0.942528735632184,0.1278,0.1901,0.086,0.73,0.92,1692.0,1.0,0,0,0,0,0,0,1,1,0
Concho,8.0459770115,1.0,36.8053,40.0,25.7,,88,15.384615385,350,9.1,,46.77268,40987,65.384615385,4276,29.373246024,100.0,2020,,,23.0,1.0,1.0,1.0,1.0,1.0,0.1235,0.1873,0.0822,0.43,0.96,2138.0,1.0,1,0,1,0,0,0,1,0,1
Cooke,6.2695109261,13.0,32.585539999999995,41.0,24.9,5.3547523427,1254,12.844412578,6080,15.6,48.717654389,73.93898,52047,56.768115942,40574,50.061615813,59.03426386,2020,,,485.0,0.9788583509513742,0.970401691331924,0.985200845665962,0.9767441860465116,0.9767441860465116,0.1317,0.1945,0.0881,0.62,0.85,1352.0,1.0,0,0,0,0,0,0,1,0,0
Coryell,8.2834185537,17.0,22.69299,35.0,20.1,7.491759065,1629,9.1434665469,13890,18.3,38.683900773,50.79671,48099,52.832172427,74808,50.348893167,19.423515679,2020,,,913.0,0.9733333333333334,0.9696969696969696,0.983030303030303,0.9733333333333334,0.9709090909090908,0.1264,0.1929,0.0847,0.78,0.82,1969.0,1.0,0,0,0,0,0,0,1,0,0
Crane,7.7519379845,1.0,21.09705,18.0,13.6,,171,11.468812877,410,8.4,,20.85941,61987,53.027681661,4794,49.624530663,10.697142857,2020,,,59.0,0.9876543209876544,0.9876543209876544,0.9876543209876544,0.9876543209876544,0.9876543209876544,0.1166,0.1765,0.0789,0.47,0.93,4794.0,1.0,1,0,1,0,0,0,1,0,1
Crockett,8.3832335329,1.0,28.05836,23.0,23.4,,133,14.074074074,380,9.9,,28.579590000000003,49117,51.055408971,3499,50.071448985,22.748050551,2020,,,36.0,1.0,1.0,1.0,1.0,1.0,0.1235,0.1873,0.0822,0.69,0.9,3499.0,1.0,1,0,0,0,0,0,1,0,1
Crosby,7.9696394687,2.0,33.90405,39.0,37.1,,206,12.653562654,750,12.7,25.530704223,51.9121,37911,81.381118881,5779,50.562381035,100.0,2020,,,78.0,1.0,1.0,1.0,1.0,1.0,0.1143,0.1758,0.0766,0.94,0.99,1926.0,1.0,0,0,0,1,0,0,1,0,1
Culberson,8.4112149533,,,14.0,32.7,,78,14.338235294,240,10.6,,90.7441,42164,75.703324808,2204,50.589836661,100.0,2020,,,30.0,1.0,1.0,1.0,1.0,1.0,0.1166,0.1765,0.0789,1.0,1.0,1102.0,1.0,1,0,0,1,0,0,1,0,1
Dallas,8.5024997727,1818.0,69.4384,51.0,20.7,6.469842706,95584,13.459653708,438830,17.2,49.092138416,106.11227999999998,59838,71.613253358,2637772,50.648198555,0.6883041916,2020,,,36101.0,0.9668059797460216,0.9672882173284038,0.977334833628034,0.9691100037507367,0.9610995016878316,0.1078,0.1697,0.0704,0.75,0.83,942.0,1.0,0,0,0,0,0,0,1,0,0
Dawson,9.3486590038,3.0,23.41372,23.0,29.9,,426,12.36574746,1590,12.1,28.303645402,55.47191,43726,68.489378442,12619,45.146208099,16.294368539,2020,,,186.0,0.8853503184713376,0.9044585987261148,0.9363057324840764,0.8853503184713376,0.8853503184713376,0.1235,0.1873,0.0822,0.95,1.0,1803.0,1.0,0,0,0,1,0,0,1,1,0
Deaf Smith,7.7872340426,2.0,10.61797,35.0,25.3,,799,13.072643979,1650,8.7,24.945547092,106.60981,44230,79.064381658,18760,50.058635394,17.711129465,2020,,,323.0,0.9765886287625418,0.979933110367893,0.9899665551839464,0.9899665551839464,0.979933110367893,0.1241,0.1883,0.0824,0.84,0.9,938.0,1.0,0,0,0,1,0,0,1,1,0
Carson,5.6265984655,,,44.0,12.2,,203,12.979539642,770,12.7,,116.56953,64799,32.747603834,6005,49.87510408,95.195729537,2020,,,38.0,0.9245283018867924,0.9433962264150944,0.9433962264150944,0.9433962264150944,0.9339622641509434,0.1241,0.1883,0.0824,0.03,0.6,858.0,1.0,1,0,0,0,1,0,0,0,1
Camp,7.4581430746,11.0,85.56981999999999,35.0,30.5,,403,11.484753491,2320,18.3,21.808815883,15.34566,43714,74.57337884,13033,51.43865572,61.478912991,2020,,,162.0,1.0,0.9893617021276596,1.0,1.0,0.9946808510638298,0.1285,0.1874,0.0874,0.9,0.98,6517.0,1.0,0,0,0,1,0,0,1,1,0
Cameron,8.1357393607,207.0,48.85244,42.0,40.2,5.0892108729,16938,12.753077589,47770,11.4,67.081450135,66.52387,38106,87.033089872,423908,51.321277258,8.4208064596,2020,,,6019.0,0.9917241379310344,0.9917241379310344,0.995,0.9925862068965516,0.9886206896551724,0.105,0.1701,0.0683,0.98,0.98,1503.0,1.0,0,0,0,1,0,0,1,0,0
Johnson,6.758821895,77.0,46.02483,46.0,15.5,6.7567567568,4649,10.179326049,22440,14.0,42.106967902,53.10427000000001,62635,51.386599152,171361,50.135094917,37.874170167,2020,,,2123.0,0.95088257866462,0.9466615502686108,0.9616270145817344,0.95663852647736,0.953184957789716,0.1346,0.1961,0.0907,0.51,0.73,1883.0,1.0,0,0,1,0,0,0,0,0,0
Angelina,9.0500485909,52.0,59.22214,48.0,26.7,5.9509640562,2795,11.982851018,16570,18.9,40.085463665,78.07835,46653,66.865877485,87092,51.21480733,43.082366228,2020,,,1167.0,0.9786053882725833,0.9778129952456418,0.9841521394611727,0.9786053882725833,0.9786053882725833,0.125,0.1935,0.0836,0.98,0.89,1281.0,1.0,0,0,0,1,0,0,1,0,0
Archer,7.9777365492,,,46.0,14.3,,298,14.5153434,1230,14.0,,,61190,29.387113672,8786,50.762576827,88.988292467,2020,,,69.0,0.9859154929577464,0.9788732394366196,0.9859154929577464,0.9859154929577464,0.9859154929577464,0.1293,0.1898,0.087,0.09,0.8,,,1,0,0,0,1,0,1,0,1
Armstrong,8.6092715232,0.0,0.0,26.0,15.3,,66,14.798206278,250,13.1,,52.85412,57210,42.741935484,1892,51.479915433,100.0,2020,,,22.0,0.925925925925926,0.925925925925926,0.925925925925926,0.925925925925926,0.925925925925926,0.1241,0.1883,0.0824,0.16,0.56,1892.0,1.0,1,0,0,0,1,1,0,0,1
Atascosa,7.9890962466,8.0,16.33286,36.0,23.9,4.9250535332,1448,10.409028826,4210,8.8,,43.72888,50594,62.907510263,50310,50.141125025,60.711184342,2020,,,678.0,0.988135593220339,0.9932203389830508,0.9966101694915256,0.9932203389830508,0.994915254237288,0.1146,0.174,0.0756,0.85,0.95,2287.0,1.0,1,0,0,1,0,0,1,0,0
Austin,7.949790795,6.0,20.14369,40.0,16.9,,987,13.109310665,4300,14.7,23.413953827,50.01834,59942,54.045365244,29989,50.135049518,66.344089805,2020,,,338.0,0.981132075471698,0.981132075471698,0.9784366576819408,0.981132075471698,0.981132075471698,0.1114,0.1704,0.0738,0.49,0.82,1999.0,1.0,0,0,1,0,0,0,1,1,0
Bandera,9.21386306,6.0,26.84444,39.0,22.8,,538,13.963145601,3090,14.5,,43.81353,53008,51.017274472,22824,50.372415002,100.0,2020,,,164.0,0.9398907103825136,0.9562841530054644,0.9617486338797814,0.9453551912568308,0.9453551912568308,0.1146,0.174,0.0756,0.51,0.77,2282.0,1.0,1,0,1,0,0,0,0,1,0
Bastrop,7.5768107883,23.0,27.13512,41.0,19.2,5.1450621695,2863,12.629025143,10040,12.5,31.748427654,34.492270000000005,61883,69.318550217,86976,49.071008094,63.85244907,2020,,,1143.0,0.9550561797752808,0.9526484751203852,0.9678972712680578,0.9582664526484752,0.9462279293739968,0.124,0.188,0.0827,0.75,0.85,2899.0,1.0,0,0,0,0,0,0,1,0,0
Baylor,8.6956521739,5.0,139.6258,18.0,28.6,,105,12.758201701,590,16.2,,55.83473000000001,41180,56.994818653,3582,51.312116136,100.0,2020,,,45.0,1.0,1.0,1.0,1.0,1.0,0.1293,0.1898,0.087,0.16,0.78,1791.0,1.0,1,0,0,0,1,0,0,0,1
Bee,10.115384615,7.0,21.49679,29.0,32.0,7.6716532413,661,9.3059270731,4540,13.9,21.546270543,55.23675,41806,70.382165605,32587,39.181268604,42.97730768,2020,,,347.0,0.9794871794871794,0.9846153846153848,0.9923076923076924,0.9871794871794872,0.9871794871794872,0.1183,0.18,0.0772,0.97,0.99,1810.0,1.0,0,0,0,1,0,0,1,1,0
Denton,7.4274277199,530.0,63.38121,52.0,8.1,4.2800322804,19390,8.7155860209,111860,14.3,39.098873179,64.72160000000001,88384,32.209285683,859064,50.792374026,6.9058305439,2020,,,9965.0,0.9496512641673932,0.945401046207498,0.9551002615518744,0.9501961639058412,0.9443112467306016,0.0949,0.1412,0.0617,0.22,0.63,1545.0,1.0,0,1,0,0,0,0,0,0,0
Bexar,8.9450781336,1450.0,74.0333,38.0,23.7,6.3072376596,41735,7.9588622078,216220,11.4,44.536756467,97.63103,54210,61.712693731,1986049,50.629818298,4.5390847652,2020,,,25247.0,0.9661883621373076,0.9671793245600128,0.9771285872839702,0.9695179958775964,0.9653163152053276,0.1005,0.1587,0.0641,0.83,0.87,1024.0,1.0,0,0,0,1,0,0,1,0,0
Borden,,0.0,0.0,18.0,14.5,,23,14.743589744,80,12.9,,0.0,66101,24.892703863,648,47.99382716,100.0,2020,,,,1.0,1.0,1.0,1.0,1.0,0.1235,0.1873,0.0822,0.06,0.72,648.0,0.0,1,0,0,0,1,0,0,0,1
Bosque,7.037896365,10.0,54.56728,30.0,24.0,,570,13.90583069,2790,15.5,47.765226152,42.80135,48460,62.348942598,18691,50.521641432,81.215681968,2020,,,181.0,0.918918918918919,0.9297297297297298,0.9567567567567568,0.918918918918919,0.9027027027027028,0.1248,0.188,0.085,0.62,0.89,2336.0,1.0,0,0,0,0,0,0,1,1,0
Brazoria,8.3679990354,234.0,64.55938,41.0,13.1,4.5152091255,9325,9.1593980827,48610,14.0,39.686637624,60.23771,74225,44.17376277,370200,49.486493787,22.52862699,2020,,,4495.0,0.9748509687034276,0.973919523099851,0.9841654247391952,0.9778315946348732,0.9735469448584204,0.1074,0.1608,0.071,0.51,0.69,1660.0,1.0,0,0,1,0,0,0,0,0,0
